"hotel","semana","fecha_inicio","fecha","llegadas","salidas","cierre"
"SLA","1","26/3/2020","1/2/2021","0","0","2"
"SLA","1","26/3/2020","2/2/2021","0","0","1"
"SLA","1","26/3/2020","3/2/2021","0","1","0"
"SLA","1","26/3/2020","4/2/2021","1","0","2"
"SLA","1","26/3/2020","5/2/2021","1","1","3"
"SLA","1","26/3/2020","6/2/2021","1","0","3"
"SLA","1","26/3/2020","7/2/2021","0","2","0"
"SLA","1","26/3/2020","8/2/2021","0","0","0"
"SLA","1","26/3/2020","9/2/2021","0","0","0"
"SLA","1","26/3/2020","10/2/2021","2","0","3"
"SLA","1","26/3/2020","11/2/2021","2","1","4"
"SLA","1","26/3/2020","12/2/2021","1","1","3"
"SLA","1","26/3/2020","13/2/2021","0","1","2"
"SLA","1","26/3/2020","14/2/2021","0","2","0"
"SLA","1","26/3/2020","15/2/2021","2","0","2"
"SLA","1","26/3/2020","16/2/2021","1","0","3"
"SLA","1","26/3/2020","17/2/2021","1","2","2"
"SLA","1","26/3/2020","18/2/2021","0","0","2"
"SLA","1","26/3/2020","19/2/2021","0","2","0"
"SLA","1","26/3/2020","20/2/2021","0","0","0"
"SLA","1","26/3/2020","21/2/2021","0","0","0"
"SLA","1","26/3/2020","22/2/2021","1","0","1"
"SLA","1","26/3/2020","23/2/2021","1","0","2"
"SLA","1","26/3/2020","24/2/2021","2","1","3"
"SLA","1","26/3/2020","25/2/2021","0","1","2"
"SLA","1","26/3/2020","26/2/2021","2","0","4"
"SLA","1","26/3/2020","27/2/2021","0","2","2"
"SLA","1","26/3/2020","28/2/2021","0","2","0"
"SLA","1","26/3/2020","1/3/2021","1","0","1"
"SLA","1","26/3/2020","2/3/2021","2","0","3"
"SLA","1","26/3/2020","3/3/2021","0","1","2"
"SLA","1","26/3/2020","4/3/2021","1","2","2"
"SLA","1","26/3/2020","5/3/2021","1","1","3"
"SLA","1","26/3/2020","6/3/2021","1","0","4"
"SLA","1","26/3/2020","7/3/2021","1","1","2"
"SLA","1","26/3/2020","8/3/2021","0","1","1"
"SLA","1","26/3/2020","9/3/2021","0","1","0"
"SLA","1","26/3/2020","10/3/2021","2","0","3"
"SLA","1","26/3/2020","11/3/2021","0","2","1"
"SLA","1","26/3/2020","12/3/2021","1","0","1"
"SLA","1","26/3/2020","13/3/2021","1","1","1"
"SLA","1","26/3/2020","14/3/2021","0","1","1"
"SLA","1","26/3/2020","15/3/2021","1","0","2"
"SLA","1","26/3/2020","16/3/2021","1","1","2"
"SLA","1","26/3/2020","17/3/2021","1","0","2"
"SLA","1","26/3/2020","18/3/2021","0","2","0"
"SPA","-1","12/3/2020","13/3/2020","5","12","26"
"SPA","-1","12/3/2020","14/3/2020","9","5","29"
"SPA","-1","12/3/2020","15/3/2020","7","10","24"
"SPA","-1","12/3/2020","16/3/2020","2","4","25"
"SPA","-1","12/3/2020","17/3/2020","2","5","19"
"SPA","-1","12/3/2020","18/3/2020","1","5","17"
"SPA","-1","12/3/2020","19/3/2020","0","5","5"
"SPA","-1","12/3/2020","20/3/2020","0","2","3"
"SPA","-1","12/3/2020","21/3/2020","0","1","0"
"SPA","-1","12/3/2020","22/3/2020","0","0","0"
"SPA","-1","12/3/2020","23/3/2020","0","0","0"
"SPA","-1","12/3/2020","24/3/2020","0","0","0"
"SPA","-1","12/3/2020","25/3/2020","0","0","0"
"SPA","-1","12/3/2020","26/3/2020","0","0","0"
"SPA","-1","12/3/2020","27/3/2020","0","0","0"
"SPA","-1","12/3/2020","28/3/2020","0","0","0"
"SPA","-1","12/3/2020","29/3/2020","0","0","0"
"SPA","-1","12/3/2020","30/3/2020","0","0","0"
"SPA","-1","12/3/2020","31/3/2020","0","0","0"
"SPA","-1","12/3/2020","1/4/2020","0","0","0"
"SPA","-1","12/3/2020","2/4/2020","0","0","0"
"SPA","-1","12/3/2020","3/4/2020","0","0","0"
"SPA","-1","12/3/2020","4/4/2020","0","0","0"
"SPA","-1","12/3/2020","5/4/2020","0","0","0"
"SPA","-1","12/3/2020","6/4/2020","0","0","0"
"SPA","-1","12/3/2020","7/4/2020","0","0","0"
"SPA","-1","12/3/2020","8/4/2020","0","0","0"
"SPA","-1","12/3/2020","9/4/2020","0","0","0"
"SPA","-1","12/3/2020","10/4/2020","0","0","0"
"SPA","-1","12/3/2020","11/4/2020","0","0","0"
"SPA","-1","12/3/2020","12/4/2020","0","0","0"
"SPA","-1","12/3/2020","13/4/2020","0","0","0"
"SPA","-1","12/3/2020","14/4/2020","0","0","0"
"SPA","-1","12/3/2020","15/4/2020","0","0","0"
"SPA","-1","12/3/2020","16/4/2020","0","0","0"
"SPA","-1","12/3/2020","17/4/2020","0","0","0"
"SPA","-1","12/3/2020","18/4/2020","0","0","0"
"SPA","-1","12/3/2020","19/4/2020","0","0","0"
"SPA","-1","12/3/2020","20/4/2020","0","0","0"
"SPA","-1","12/3/2020","21/4/2020","0","0","0"
"SPA","-1","12/3/2020","22/4/2020","0","0","0"
"SPA","-1","12/3/2020","23/4/2020","0","0","0"
"SPA","-1","12/3/2020","24/4/2020","0","0","0"
"SPA","-1","12/3/2020","25/4/2020","0","0","0"
"SPA","-1","12/3/2020","26/4/2020","0","0","0"
"SPA","-1","12/3/2020","27/4/2020","0","0","0"
"SPA","-1","12/3/2020","28/4/2020","0","0","0"
"SPA","-1","12/3/2020","29/4/2020","0","0","0"
"SPA","-1","12/3/2020","30/4/2020","0","0","0"
"SPA","-1","12/3/2020","1/5/2020","0","0","0"
"SPA","-1","12/3/2020","2/5/2020","0","0","0"
"SPA","-1","12/3/2020","3/5/2020","0","0","0"
"SPA","-1","12/3/2020","4/5/2020","0","0","0"
"SPA","-1","12/3/2020","5/5/2020","0","0","0"
"SPA","-1","12/3/2020","6/5/2020","0","0","0"
"SPA","-1","12/3/2020","7/5/2020","0","0","0"
"SPA","-1","12/3/2020","8/5/2020","0","0","0"
"SPA","-1","12/3/2020","9/5/2020","0","0","0"
"SPA","-1","12/3/2020","10/5/2020","0","0","0"
"SPA","-1","12/3/2020","11/5/2020","0","0","0"
"SPA","-1","12/3/2020","12/5/2020","0","0","0"
"SPA","-1","12/3/2020","13/5/2020","0","0","0"
"SPA","-1","12/3/2020","14/5/2020","0","0","0"
"SPA","-1","12/3/2020","15/5/2020","0","0","0"
"SPA","-1","12/3/2020","16/5/2020","0","0","0"
"SPA","-1","12/3/2020","17/5/2020","0","0","0"
"SPA","-1","12/3/2020","18/5/2020","0","0","0"
"SPA","-1","12/3/2020","19/5/2020","0","0","0"
"SPA","-1","12/3/2020","20/5/2020","0","0","0"
"SPA","-1","12/3/2020","21/5/2020","0","0","0"
"SPA","-1","12/3/2020","22/5/2020","0","0","0"
"SPA","-1","12/3/2020","23/5/2020","0","0","0"
"SPA","-1","12/3/2020","24/5/2020","0","0","0"
"SPA","-1","12/3/2020","25/5/2020","0","0","0"
"SPA","-1","12/3/2020","26/5/2020","0","0","0"
"SPA","-1","12/3/2020","27/5/2020","0","0","0"
"SPA","-1","12/3/2020","28/5/2020","0","0","0"
"SPA","-1","12/3/2020","29/5/2020","0","0","0"
"SPA","-1","12/3/2020","30/5/2020","0","0","0"
"SPA","-1","12/3/2020","31/5/2020","0","0","0"
"SPA","-1","12/3/2020","1/6/2020","0","0","0"
"SPA","-1","12/3/2020","2/6/2020","0","0","0"
"SPA","-1","12/3/2020","3/6/2020","0","0","0"
"SPA","-1","12/3/2020","4/6/2020","0","0","0"
"SPA","-1","12/3/2020","5/6/2020","0","0","0"
"SPA","-1","12/3/2020","6/6/2020","0","0","0"
"SPA","-1","12/3/2020","7/6/2020","0","0","0"
"SPA","-1","12/3/2020","8/6/2020","0","0","0"
"SPA","-1","12/3/2020","9/6/2020","0","0","0"
"SPA","-1","12/3/2020","10/6/2020","0","0","0"
"SPA","-1","12/3/2020","11/6/2020","0","0","0"
"SPA","-1","12/3/2020","12/6/2020","0","0","0"
"SPA","-1","12/3/2020","13/6/2020","0","0","0"
"SPA","-1","12/3/2020","14/6/2020","0","0","0"
"SPA","-1","12/3/2020","15/6/2020","0","0","0"
"SPA","-1","12/3/2020","16/6/2020","0","0","0"
"SPA","-1","12/3/2020","17/6/2020","0","0","0"
"SPA","-1","12/3/2020","18/6/2020","0","0","0"
"SPA","-1","12/3/2020","19/6/2020","0","0","0"
"SPA","-1","12/3/2020","20/6/2020","0","0","0"
"SPA","-1","12/3/2020","21/6/2020","0","0","0"
"SPA","-1","12/3/2020","22/6/2020","0","0","0"
"SPA","-1","12/3/2020","23/6/2020","0","0","0"
"SPA","-1","12/3/2020","24/6/2020","0","0","0"
"SPA","-1","12/3/2020","25/6/2020","0","0","0"
"SPA","-1","12/3/2020","26/6/2020","0","0","0"
"SPA","-1","12/3/2020","27/6/2020","0","0","0"
"SPA","-1","12/3/2020","28/6/2020","0","0","0"
"SPA","-1","12/3/2020","29/6/2020","0","0","0"
"SPA","-1","12/3/2020","30/6/2020","0","0","0"
"SPA","-1","12/3/2020","1/7/2020","0","0","0"
"SPA","-1","12/3/2020","2/7/2020","0","0","0"
"SPA","-1","12/3/2020","3/7/2020","0","0","0"
"SPA","-1","12/3/2020","4/7/2020","0","0","0"
"SPA","-1","12/3/2020","5/7/2020","0","0","0"
"SPA","-1","12/3/2020","6/7/2020","0","0","0"
"SPA","-1","12/3/2020","7/7/2020","0","0","0"
"SPA","-1","12/3/2020","8/7/2020","0","0","0"
"SPA","-1","12/3/2020","9/7/2020","0","0","0"
"SPA","-1","12/3/2020","10/7/2020","0","0","0"
"SPA","-1","12/3/2020","11/7/2020","0","0","0"
"SPA","-1","12/3/2020","12/7/2020","0","0","0"
"SPA","-1","12/3/2020","13/7/2020","0","0","0"
"SPA","-1","12/3/2020","14/7/2020","0","0","0"
"SPA","-1","12/3/2020","15/7/2020","0","0","0"
"SPA","-1","12/3/2020","16/7/2020","0","0","0"
"SPA","-1","12/3/2020","17/7/2020","0","0","0"
"SPA","-1","12/3/2020","18/7/2020","0","0","0"
"SPA","-1","12/3/2020","19/7/2020","0","0","0"
"SPA","-1","12/3/2020","20/7/2020","0","0","0"
"SPA","-1","12/3/2020","21/7/2020","0","0","0"
"SPA","-1","12/3/2020","22/7/2020","0","0","0"
"SPA","-1","12/3/2020","23/7/2020","0","0","0"
"SPA","-1","12/3/2020","24/7/2020","0","0","0"
"SPA","-1","12/3/2020","25/7/2020","0","0","0"
"SPA","-1","12/3/2020","26/7/2020","0","0","0"
"SPA","-1","12/3/2020","27/7/2020","0","0","0"
"SPA","-1","12/3/2020","28/7/2020","0","0","0"
"SPA","-1","12/3/2020","29/7/2020","0","0","0"
"SPA","-1","12/3/2020","30/7/2020","0","0","0"
"SPA","-1","12/3/2020","31/7/2020","0","0","0"
"SPA","-1","12/3/2020","1/8/2020","0","0","0"
"SPA","-1","12/3/2020","2/8/2020","0","0","0"
"SPA","-1","12/3/2020","3/8/2020","0","0","0"
"SPA","-1","12/3/2020","4/8/2020","0","0","0"
"SPA","-1","12/3/2020","5/8/2020","0","0","0"
"SPA","-1","12/3/2020","6/8/2020","0","0","0"
"SPA","-1","12/3/2020","7/8/2020","0","0","0"
"SPA","-1","12/3/2020","8/8/2020","0","0","0"
"SPA","-1","12/3/2020","9/8/2020","0","0","0"
"SPA","-1","12/3/2020","10/8/2020","0","0","0"
"SPA","-1","12/3/2020","11/8/2020","0","0","0"
"SPA","-1","12/3/2020","12/8/2020","0","0","0"
"SPA","-1","12/3/2020","13/8/2020","0","0","0"
"SPA","-1","12/3/2020","14/8/2020","0","0","0"
"SPA","-1","12/3/2020","15/8/2020","0","0","0"
"SPA","-1","12/3/2020","16/8/2020","0","0","0"
"SPA","-1","12/3/2020","17/8/2020","0","0","0"
"SPA","-1","12/3/2020","18/8/2020","0","0","0"
"SPA","-1","12/3/2020","19/8/2020","0","0","0"
"SPA","-1","12/3/2020","20/8/2020","0","0","0"
"SPA","-1","12/3/2020","21/8/2020","0","0","0"
"SPA","-1","12/3/2020","22/8/2020","0","0","0"
"SPA","-1","12/3/2020","23/8/2020","0","0","0"
"SPA","-1","12/3/2020","24/8/2020","0","0","0"
"SPA","-1","12/3/2020","25/8/2020","0","0","0"
"SPA","-1","12/3/2020","26/8/2020","0","0","0"
"SPA","-1","12/3/2020","27/8/2020","0","0","0"
"SPA","-1","12/3/2020","28/8/2020","0","0","0"
"SPA","-1","12/3/2020","29/8/2020","0","0","0"
"SPA","-1","12/3/2020","30/8/2020","0","0","0"
"SPA","-1","12/3/2020","31/8/2020","0","0","0"
"SPA","-1","12/3/2020","1/9/2020","0","0","0"
"SPA","-1","12/3/2020","2/9/2020","0","0","0"
"SPA","-1","12/3/2020","3/9/2020","0","0","0"
"SPA","-1","12/3/2020","4/9/2020","0","0","0"
"SPA","-1","12/3/2020","5/9/2020","0","0","0"
"SPA","-1","12/3/2020","6/9/2020","0","0","0"
"SPA","-1","12/3/2020","7/9/2020","0","0","0"
"SPA","-1","12/3/2020","8/9/2020","0","0","0"
"SPA","-1","12/3/2020","9/9/2020","0","0","0"
"SPA","-1","12/3/2020","10/9/2020","0","0","0"
"SPA","-1","12/3/2020","11/9/2020","0","0","0"
"SPA","-1","12/3/2020","12/9/2020","0","0","0"
"SPA","-1","12/3/2020","13/9/2020","0","0","0"
"SPA","-1","12/3/2020","14/9/2020","0","0","0"
"SPA","-1","12/3/2020","15/9/2020","0","0","0"
"SPA","-1","12/3/2020","16/9/2020","0","0","0"
"SPA","-1","12/3/2020","17/9/2020","0","0","0"
"SPA","-1","12/3/2020","18/9/2020","0","0","0"
"SPA","-1","12/3/2020","19/9/2020","0","0","0"
"SPA","-1","12/3/2020","20/9/2020","0","0","0"
"SPA","-1","12/3/2020","21/9/2020","0","0","0"
"SPA","-1","12/3/2020","22/9/2020","0","0","0"
"SPA","-1","12/3/2020","23/9/2020","0","0","0"
"SPA","-1","12/3/2020","24/9/2020","0","0","0"
"SPA","-1","12/3/2020","25/9/2020","0","0","1"
"SPA","-1","12/3/2020","26/9/2020","0","0","1"
"SPA","-1","12/3/2020","27/9/2020","1","0","2"
"SPA","-1","12/3/2020","28/9/2020","2","0","3"
"SPA","-1","12/3/2020","29/9/2020","1","0","5"
"SPA","-1","12/3/2020","30/9/2020","0","0","5"
"SPA","-1","12/3/2020","1/10/2020","1","3","3"
"SPA","-1","12/3/2020","2/10/2020","5","0","9"
"SPA","-1","12/3/2020","3/10/2020","6","2","13"
"SPA","-1","12/3/2020","4/10/2020","0","6","8"
"SPA","-1","12/3/2020","5/10/2020","0","5","3"
"SPA","-1","12/3/2020","6/10/2020","0","0","3"
"SPA","-1","12/3/2020","7/10/2020","0","0","2"
"SPA","-1","12/3/2020","8/10/2020","1","0","4"
"SPA","-1","12/3/2020","9/10/2020","7","0","11"
"SPA","-1","12/3/2020","10/10/2020","0","1","10"
"SPA","-1","12/3/2020","11/10/2020","0","7","2"
"SPA","-1","12/3/2020","12/10/2020","0","0","0"
"SPA","-1","12/3/2020","13/10/2020","0","0","0"
"SPA","-1","12/3/2020","14/10/2020","0","0","0"
"SPA","-1","12/3/2020","15/10/2020","9","0","18"
"SPA","-1","12/3/2020","16/10/2020","5","0","24"
"SPA","-1","12/3/2020","17/10/2020","1","6","19"
"SPA","-1","12/3/2020","18/10/2020","2","7","7"
"SPA","-1","12/3/2020","19/10/2020","0","0","5"
"SPA","-1","12/3/2020","20/10/2020","4","2","6"
"SPA","-1","12/3/2020","21/10/2020","0","1","9"
"SPA","-1","12/3/2020","22/10/2020","0","4","8"
"SPA","-1","12/3/2020","23/10/2020","0","0","8"
"SPA","-1","12/3/2020","24/10/2020","0","1","2"
"SPA","-1","12/3/2020","25/10/2020","5","0","7"
"SPA","-1","12/3/2020","26/10/2020","1","1","7"
"SPA","-1","12/3/2020","27/10/2020","1","1","5"
"SPA","-1","12/3/2020","28/10/2020","0","3","2"
"SPA","-1","12/3/2020","29/10/2020","2","1","7"
"SPA","-1","12/3/2020","30/10/2020","3","1","9"
"SPA","-1","12/3/2020","31/10/2020","5","1","13"
"SPA","-1","12/3/2020","1/11/2020","0","3","8"
"SPA","-1","12/3/2020","2/11/2020","1","5","4"
"SPA","-1","12/3/2020","3/11/2020","0","0","4"
"SPA","-1","12/3/2020","4/11/2020","2","1","6"
"SPA","-1","12/3/2020","5/11/2020","1","1","4"
"SPA","-1","12/3/2020","6/11/2020","8","0","12"
"SPA","-1","12/3/2020","7/11/2020","0","0","12"
"SPA","-1","12/3/2020","8/11/2020","4","8","7"
"SPA","-1","12/3/2020","9/11/2020","0","5","2"
"SPA","-1","12/3/2020","10/11/2020","3","1","4"
"SPA","-1","12/3/2020","11/11/2020","0","0","4"
"SPA","-1","12/3/2020","12/11/2020","3","2","5"
"SPA","-1","12/3/2020","13/11/2020","4","2","7"
"SPA","-1","12/3/2020","14/11/2020","1","1","12"
"SPA","-1","12/3/2020","15/11/2020","2","3","11"
"SPA","-1","12/3/2020","16/11/2020","2","2","6"
"SPA","-1","12/3/2020","17/11/2020","3","5","4"
"SPA","-1","12/3/2020","18/11/2020","2","2","6"
"SPA","-1","12/3/2020","19/11/2020","2","1","6"
"SPA","-1","12/3/2020","20/11/2020","4","1","8"
"SPA","-1","12/3/2020","21/11/2020","5","0","14"
"SPA","-1","12/3/2020","22/11/2020","1","7","7"
"SPA","-1","12/3/2020","23/11/2020","0","7","0"
"SPA","-1","12/3/2020","24/11/2020","3","0","4"
"SPA","-1","12/3/2020","25/11/2020","4","0","8"
"SPA","-1","12/3/2020","26/11/2020","0","1","12"
"SPA","-1","12/3/2020","27/11/2020","4","1","15"
"SPA","-1","12/3/2020","28/11/2020","7","2","20"
"SPA","-1","12/3/2020","29/11/2020","3","10","9"
"SPA","-1","12/3/2020","30/11/2020","2","2","7"
"SPA","-1","12/3/2020","1/12/2020","3","4","8"
"SPA","-1","12/3/2020","2/12/2020","0","2","8"
"SPA","-1","12/3/2020","3/12/2020","1","1","9"
"SPA","-1","12/3/2020","4/12/2020","10","4","17"
"SPA","-1","12/3/2020","5/12/2020","2","5","12"
"SPA","-1","12/3/2020","6/12/2020","1","5","7"
"SPA","-1","12/3/2020","7/12/2020","1","0","4"
"SPA","-1","12/3/2020","8/12/2020","1","3","3"
"SPA","-1","12/3/2020","9/12/2020","3","0","6"
"SPA","-1","12/3/2020","10/12/2020","0","2","5"
"SPA","-1","12/3/2020","11/12/2020","3","1","9"
"SPA","-1","12/3/2020","12/12/2020","1","1","8"
"SPA","-1","12/3/2020","13/12/2020","1","4","5"
"SPA","-1","12/3/2020","14/12/2020","1","0","5"
"SPA","-1","12/3/2020","15/12/2020","6","2","10"
"SPA","-1","12/3/2020","16/12/2020","2","1","9"
"SPA","-1","12/3/2020","17/12/2020","3","1","11"
"SPA","-1","12/3/2020","18/12/2020","4","6","11"
"SPA","-1","12/3/2020","19/12/2020","2","2","12"
"SPA","-1","12/3/2020","20/12/2020","0","4","7"
"SPA","-1","12/3/2020","21/12/2020","1","2","10"
"SPA","-1","12/3/2020","22/12/2020","2","1","13"
"SPA","-1","12/3/2020","23/12/2020","0","1","15"
"SPA","-1","12/3/2020","24/12/2020","4","1","31"
"SPA","-1","12/3/2020","25/12/2020","0","2","31"
"SPA","-1","12/3/2020","26/12/2020","5","2","34"
"SPA","-1","12/3/2020","27/12/2020","0","0","28"
"SPA","-1","12/3/2020","28/12/2020","0","1","23"
"SPA","-1","12/3/2020","29/12/2020","7","0","32"
"SPA","-1","12/3/2020","30/12/2020","1","1","35"
"SPA","-1","12/3/2020","31/12/2020","1","7","33"
"SPA","-1","12/3/2020","1/1/2021","0","2","29"
"SPA","-1","12/3/2020","2/1/2021","0","5","4"
"SPA","-1","12/3/2020","3/1/2021","0","0","3"
"SPA","-1","12/3/2020","4/1/2021","1","0","5"
"SPA","-1","12/3/2020","5/1/2021","0","0","5"
"SPA","-1","12/3/2020","6/1/2021","0","0","5"
"SPA","-1","12/3/2020","7/1/2021","2","0","7"
"SPA","-1","12/3/2020","8/1/2021","4","1","8"
"SPA","-1","12/3/2020","9/1/2021","0","1","8"
"SPA","-1","12/3/2020","10/1/2021","7","4","11"
"SPA","-1","12/3/2020","11/1/2021","0","1","9"
"SPA","-1","12/3/2020","12/1/2021","0","0","7"
"SPA","-1","12/3/2020","13/1/2021","0","7","0"
"SPA","-1","12/3/2020","14/1/2021","0","0","0"
"SPA","-1","12/3/2020","15/1/2021","3","0","4"
"SPA","-1","12/3/2020","16/1/2021","0","0","5"
"SPA","-1","12/3/2020","17/1/2021","0","3","1"
"SPA","-1","12/3/2020","18/1/2021","1","0","2"
"SPA","-1","12/3/2020","19/1/2021","3","0","4"
"SPA","-1","12/3/2020","20/1/2021","0","1","6"
"SPA","-1","12/3/2020","21/1/2021","0","0","6"
"SPA","-1","12/3/2020","22/1/2021","5","3","6"
"SPA","-1","12/3/2020","23/1/2021","0","0","5"
"SPA","-1","12/3/2020","24/1/2021","1","3","5"
"SPA","-1","12/3/2020","25/1/2021","0","2","3"
"SPA","-1","12/3/2020","26/1/2021","0","1","2"
"SPA","-1","12/3/2020","27/1/2021","0","0","2"
"SPA","-1","12/3/2020","28/1/2021","0","0","3"
"SPA","-1","12/3/2020","29/1/2021","3","0","7"
"SPA","-1","12/3/2020","30/1/2021","0","0","7"
"SPA","-1","12/3/2020","31/1/2021","1","3","2"
"SPA","-1","12/3/2020","1/2/2021","0","0","1"
"SPA","-1","12/3/2020","2/2/2021","0","1","0"
"SPA","-1","12/3/2020","3/2/2021","0","0","2"
"SPA","-1","12/3/2020","4/2/2021","0","0","2"
"SPA","-1","12/3/2020","5/2/2021","3","0","3"
"SPA","-1","12/3/2020","6/2/2021","0","0","5"
"SPA","-1","12/3/2020","7/2/2021","0","3","0"
"SPA","-1","12/3/2020","8/2/2021","0","0","0"
"SPA","-1","12/3/2020","9/2/2021","0","0","0"
"SPA","-1","12/3/2020","10/2/2021","0","0","0"
"SPA","-1","12/3/2020","11/2/2021","0","0","1"
"SPA","-1","12/3/2020","12/2/2021","3","0","4"
"SPA","-1","12/3/2020","13/2/2021","0","0","3"
"SPA","-1","12/3/2020","14/2/2021","3","3","3"
"SPA","-1","12/3/2020","15/2/2021","0","3","0"
"SPA","-1","12/3/2020","16/2/2021","0","0","0"
"SPA","-1","12/3/2020","17/2/2021","0","0","0"
"SPA","-1","12/3/2020","18/2/2021","0","0","3"
"SPA","-1","12/3/2020","19/2/2021","6","0","9"
"SPA","-1","12/3/2020","20/2/2021","0","0","6"
"SPA","-1","12/3/2020","21/2/2021","0","6","2"
"SPA","-1","12/3/2020","22/2/2021","0","0","2"
"SPA","-1","12/3/2020","23/2/2021","0","0","0"
"SPA","-1","12/3/2020","24/2/2021","0","0","1"
"SPA","-1","12/3/2020","25/2/2021","0","0","1"
"SPA","-1","12/3/2020","26/2/2021","3","0","4"
"SPA","-1","12/3/2020","27/2/2021","0","0","3"
"SPA","-1","12/3/2020","28/2/2021","0","3","0"
"SPA","-1","12/3/2020","1/3/2021","0","0","0"
"SPA","-1","12/3/2020","2/3/2021","0","0","0"
"SPA","-1","12/3/2020","3/3/2021","0","0","0"
"SPA","-1","12/3/2020","4/3/2021","0","0","0"
"SPA","-1","12/3/2020","5/3/2021","5","0","6"
"SPA","-1","12/3/2020","6/3/2021","0","0","6"
"SPA","-1","12/3/2020","7/3/2021","2","4","3"
"SPA","-1","12/3/2020","8/3/2021","0","0","3"
"SPA","-1","12/3/2020","9/3/2021","1","1","3"
"SPA","-1","12/3/2020","10/3/2021","1","2","2"
"SPA","-1","12/3/2020","11/3/2021","0","0","2"
"SPA","-1","12/3/2020","12/3/2021","3","1","4"
"SPA","-1","12/3/2020","13/3/2021","0","1","3"
"SPA","-1","12/3/2020","14/3/2021","0","3","0"
"SPA","-1","12/3/2020","15/3/2021","0","0","0"
"SPA","-1","12/3/2020","16/3/2021","0","0","0"
"SPA","-1","12/3/2020","17/3/2021","0","0","0"
"SPA","-1","12/3/2020","18/3/2021","0","0","1"
"SPA","0","19/3/2020","20/3/2020","1","3","3"
"SPA","0","19/3/2020","21/3/2020","0","2","0"
"SPA","0","19/3/2020","22/3/2020","0","0","0"
"SPA","0","19/3/2020","23/3/2020","0","0","0"
"SPA","0","19/3/2020","24/3/2020","0","0","0"
"SPA","0","19/3/2020","25/3/2020","0","0","0"
"SPA","0","19/3/2020","26/3/2020","0","0","0"
"SPA","0","19/3/2020","27/3/2020","0","0","0"
"SPA","0","19/3/2020","28/3/2020","0","0","0"
"SPA","0","19/3/2020","29/3/2020","0","0","0"
"SPA","0","19/3/2020","30/3/2020","0","0","0"
"SPA","0","19/3/2020","31/3/2020","0","0","0"
"SPA","0","19/3/2020","1/4/2020","0","0","0"
"SPA","0","19/3/2020","2/4/2020","0","0","0"
"SPA","0","19/3/2020","3/4/2020","0","0","0"
"SPA","0","19/3/2020","4/4/2020","0","0","0"
"SPA","0","19/3/2020","5/4/2020","0","0","0"
"SPA","0","19/3/2020","6/4/2020","0","0","0"
"SPA","0","19/3/2020","7/4/2020","0","0","0"
"SPA","0","19/3/2020","8/4/2020","0","0","0"
"SPA","0","19/3/2020","9/4/2020","0","0","0"
"SPA","0","19/3/2020","10/4/2020","0","0","0"
"SPA","0","19/3/2020","11/4/2020","0","0","0"
"SPA","0","19/3/2020","12/4/2020","0","0","0"
"SPA","0","19/3/2020","13/4/2020","0","0","0"
"SPA","0","19/3/2020","14/4/2020","0","0","0"
"SPA","0","19/3/2020","15/4/2020","0","0","0"
"SPA","0","19/3/2020","16/4/2020","0","0","0"
"SPA","0","19/3/2020","17/4/2020","0","0","0"
"SPA","0","19/3/2020","18/4/2020","0","0","0"
"SPA","0","19/3/2020","19/4/2020","0","0","0"
"SPA","0","19/3/2020","20/4/2020","0","0","0"
"SPA","0","19/3/2020","21/4/2020","0","0","0"
"SPA","0","19/3/2020","22/4/2020","0","0","0"
"SPA","0","19/3/2020","23/4/2020","0","0","0"
"SPA","0","19/3/2020","24/4/2020","0","0","0"
"SPA","0","19/3/2020","25/4/2020","0","0","0"
"SPA","0","19/3/2020","26/4/2020","0","0","0"
"SPA","0","19/3/2020","27/4/2020","0","0","0"
"SPA","0","19/3/2020","28/4/2020","0","0","0"
"SPA","0","19/3/2020","29/4/2020","0","0","0"
"SPA","0","19/3/2020","30/4/2020","0","0","0"
"SPA","0","19/3/2020","1/5/2020","0","0","0"
"SPA","0","19/3/2020","2/5/2020","0","0","0"
"SPA","0","19/3/2020","3/5/2020","0","0","0"
"SPA","0","19/3/2020","4/5/2020","0","0","0"
"SPA","0","19/3/2020","5/5/2020","0","0","0"
"SPA","0","19/3/2020","6/5/2020","0","0","0"
"SPA","0","19/3/2020","7/5/2020","0","0","0"
"SPA","0","19/3/2020","8/5/2020","0","0","0"
"SPA","0","19/3/2020","9/5/2020","0","0","0"
"SPA","0","19/3/2020","10/5/2020","0","0","0"
"SPA","0","19/3/2020","11/5/2020","0","0","0"
"SPA","0","19/3/2020","12/5/2020","0","0","0"
"SPA","0","19/3/2020","13/5/2020","0","0","0"
"SPA","0","19/3/2020","14/5/2020","0","0","0"
"SPA","0","19/3/2020","15/5/2020","0","0","0"
"SPA","0","19/3/2020","16/5/2020","0","0","0"
"SPA","0","19/3/2020","17/5/2020","0","0","0"
"SPA","0","19/3/2020","18/5/2020","0","0","0"
"SPA","0","19/3/2020","19/5/2020","0","0","0"
"SPA","0","19/3/2020","20/5/2020","0","0","0"
"SPA","0","19/3/2020","21/5/2020","0","0","0"
"SPA","0","19/3/2020","22/5/2020","0","0","0"
"SPA","0","19/3/2020","23/5/2020","0","0","0"
"SPA","0","19/3/2020","24/5/2020","0","0","0"
"SPA","0","19/3/2020","25/5/2020","0","0","0"
"SPA","0","19/3/2020","26/5/2020","0","0","0"
